,researcher_name,skills
189,"Williams, Christopher","{'application future', 'involve polycrystalline', 'catalysis carried', 'group area', 'information obtained', 'latter material', 'hydrogenation alpha', 'design catalyst', 'including especially', 'supported mono', 'sc williams', 'heterogeneous catalyst', 'biomass derived', 'mechanism govern', 'enantioselective hydrogenation', 'spectroscopic method', 'enhanced raman', 'group currently', 'production new', 'major byproduct', 'prepared either', 'ester hydrocarbon', 'dendrimer metal nano composite', 'atr ir', 'ir spectroscopy', 'specific application', 'production hydrodeoxygenation', 'protocol development', 'industrially relevant', 'adsorption catalysis', 'allows develop', 'function heterogeneous', 'fuel electrocatalytic', 'total reflection', 'attenuated total', 'involves development', 'allow control', 'polycrystalline transition', 'including especially glycerol', 'industrial source', 'organic acid', 'approach allows', 'relevant reaction', 'byproduct biodiesel', 'carbon dioxide', 'reduction carbon', 'science foundation', 'composition nanoscale', 'method study', 'govern function', 'liquid phase high gas pressure temperature specific technique development group surface enhanced raman spectroscopy sers', 'oxide supported', 'sum frequency spectroscopy sfs information obtained approach allows develop molecular level understanding catalytic mechanism govern function heterogeneous catalyst reaction condition understanding critical wish rationally design catalyst specific application future current reaction system enantioselective hydrogenation alpha ketoesters alkenoic acid selective oxidation alcohol', 'method novel', 'engineering centerroom', 'resource primary', 'electrocatalytic reduction', 'heterogeneous catalysis', 'sc williams group area heterogeneous catalysis surface science', 'material prepared', 'temperature specific', 'hydrocarbon catalyst', 'molecular level', 'new fuel', 'solid liquid', 'sum frequency', 'condition e', 'study adsorption', 'oxidation alcohol', 'alkenoic acid', 'funded national', 'fine chemical', 'development group', 'frequency spectroscopy', 'bimetallic nanoparticle', 'catalytic mechanism', 'surface enhanced', 'catalyst synthesis', 'especially glycerol', 'catalyst surface', 'currently funded', 'nano composite', 'national science', 'phase high', 'high gas', 'area heterogeneous', 'particular focus studying solid liquid catalytic interface catalysis carried liquid phase important application fine chemical pharmaceutical production', 'catalytic interface', 'investigation involve', 'surface science', 'level understanding', 'selective oxidation', 'fuel biorenewable', 'reaction system', 'studying solid', 'metal oxide', 'surface vibrational', 'centerroom main', 'wish rationally', 'mono bimetallic', 'dendrimer metal', 'hydrocarbon fuel', 'catalyst latter', 'production new fuel biorenewable resource primary involves development application situ operando surface vibrational spectroscopic method study adsorption catalysis solid catalyst surface industrially relevant reaction condition e', 'develop molecular', 'pressure temperature', 'operando surface', 'reflection infrared', 'understanding critical', 'control size', 'current reaction', 'acid acid', 'future current', 'biodiesel production', 'variety industrial source', 'interface catalysis', 'carried liquid', 'catalysis solid', 'understanding catalytic', 'particular focus', 'important application', 'williams group', 'chemical pharmaceutical', 'development g', 'obtained approach', 'acid selective', 'electroless deposition', 'technique development', 'spectroscopy sfs', 'nanoparticle catalyst', 'system enantioselective', 'main streetcolumbia', 'attenuated total reflection infrared atr ir spectroscopy', 'situ operando', 'sfs information', 'nanoscale williams', 'biorenewable resource', 'phase important', 'development application', 'liquid phase', 'either traditional', 'engineering centerroom main streetcolumbia', 'deposition allow', 'transition metal', 'infrared atr', 'rationally design', 'variety industrial', 'focus studying', 'catalyst investigation', 'application situ', 'condition understanding', 'novel protocol', 'size composition', 'reaction condition', 'solid catalyst', 'raman spectroscopy', 'ketoesters alkenoic', 'metal nano', 'critical wish', 'traditional catalyst', 'major byproduct biodiesel production hydrodeoxygenation biomass derived organic acid acid ester hydrocarbon fuel electrocatalytic reduction carbon dioxide hydrocarbon catalyst investigation involve polycrystalline transition metal oxide supported mono bimetallic nanoparticle catalyst latter material prepared either traditional catalyst synthesis method novel protocol development g', 'application fine', 'gas pressure', 'electroless deposition allow control size composition nanoscale williams group currently funded national science foundation', 'dioxide hydrocarbon', 'derived organic', 'liquid catalytic', 'catalyst specific', 'synthesis method', 'catalysis surface', 'surface industrially', 'specific technique', 'hydrodeoxygenation biomass', 'acid ester', 'pharmaceutical production', 'catalyst reaction', 'spectroscopy sers', 'alpha ketoesters', 'vibrational spectroscopic', 'primary involves', 'group surface'}"
190,"Won, Sang Hee","{'combustion', 'fuel', 'flame', 'propulsion', 'chemical kinetics'}"
191,"Wu, Dezhi","{'ux design', 'big data analytics', 'behavioral information security', 'ai', 'interaction ux', 'behavioral information', 'information security', 'humancomputer interaction', 'data analytics', 'health', 'humancomputer interaction ux design', 'big data'}"
192,"Xu, Songhua","{'graphic interactive', 'information retrieval', 'xu area', 'health information', 'mining patent', 'songhua xu', 'system text', 'knowledge management', 'text image', 'intellectual property', 'image mining', 'information technology', 'software practitioner', 'health cancer informatics artificial intelligence', 'analytics intelligent', 'visual analytics', 'multimedia visualization', 'user interface', 'visualization visual', 'computer graphic', 'law computer', 'practitioner intellectual', 'songhua xu area health information technology', 'patent informatics', 'intelligent software', 'technique multimedia', 'property law', 'artificial intelligence', 'including medical', 'health cancer', 'interactive technique', 'intelligent user', 'including personalization', 'cancer informatics', 'informatics artificial', 'recommender system text image mining patent informatics intelligent software practitioner intellectual property law computer graphic interactive technique multimedia visualization visual analytics intelligent user interface', 'informatics intelligent', 'area health', 'recommender system'}"
193,"Xue, Xingjian (Chris) ","{'conversion storage', 'oxide fuel', 'dr xue solid oxide fuel cell', 'electrolysis cell', 'reliability durability', 'solid oxide electrolysis cell', 'solid oxide', 'transport phenomenon electrochemical kinetics', 'durability functional', 'dr xue', 'phenomenon electrochemical', 'oxide electrolysis', 'structural material', 'gas separation', 'transport phenomenon', 'xue solid', 'electrochemical kinetics', 'material electrochemical', 'reliability durability functional structural material', 'functional structural', 'separation membrane', 'material electrochemical energy conversion storage', 'electrochemical energy', 'fuel cell', 'energy conversion', 'gas separation membrane'}"
194,"Yoon, Yeomin","{'water treatment', 'sonodegradation', 'adsorption', 'nanotechnology', 'membrane filtration'}"
195,"Yu, Lingyu ","{'structural health', 'health monitoring', 'vibration', 'ultrasonics', 'structural health monitoring'}"
196,"Yuan, Lang","{'additive manufacturing', 'microstructure modelling', 'element modelling', 'discrete element modelling', 'discrete element', 'solidification'}"
197,"Zand, Ramtin","{'emerging nanoscale electronics including spintronic device', 'reconfigurable adaptive', 'low power reliability aware vlsi circuit', 'including spintronic', 'vlsi circuit', 'design machine', 'spintronic device', 'computer architecture', 'neuromorphic computing', 'aware vlsi', 'zand involve', 'emerging nanoscale', 'machine learning', 'adaptive computer', 'dr zand', 'dr zand involve hardware design machine learning system', 'electronics including', 'reliability aware', 'reconfigurable adaptive computer architecture', 'nanoscale electronics', 'power reliability', 'hardware design', 'low power', 'learning system', 'involve hardware'}"
198,"Zhang, Bin","{'sc', 'main streetcolumbia', 'swearingenroom main streetcolumbia', 'swearingenroom main'}"
199,"Zhang, Qi","{'retain power', 'develop analyze decision making algorithm uncertain', 'diverse context end', 'context end', 'dynamic environment', 'build safe', 'trustworthy ai system retain power flexibility handle complex', 'trustworthy ai', 'analyze decision', 'diverse context', 'making algorithm', 'term goal', 'power flexibility', 'system retain', 'flexibility handle', 'artificial intelligence', 'handle complex', 'intelligence reinforcement', 'reliable', 'long term', 'artificial intelligence reinforcement learning long term goal build safe', 'decision making', 'algorithm uncertain', 'goal build', 'ai system', 'learning long', 'reinforcement learning', 'develop analyze'}"
200,"Zhou, Caizhi","{'mechanical metallurgy', 'friction stir welding', 'friction stir', 'multiscale modeling', 'stir welding', 'crystal plasticity', 'dislocation dynamic'}"
201,"Ziehl, Paul","{'wireless structural', 'commercially deployed', 'year nist', 'associate dean', 'project involving', 'suite', 'nist sponsored', 'edge analytics', 'capability faculty', 'prognosis system', 'professor structural', 'four year', 'project edge', 'engineering main street', 'paul ziehl', 'engineering dr', 'multiple industrial', 'served principal', 'faculty enterprise', 'structural prognosis', 'analytics development', 'sc paul', 'dean college', 'enterprise college', 'involving multiple', 'development commercially', 'dr ziehl', 'main street', 'college professor', 'engineering department', 'engineering main', 'mechanical civil', 'understand align', 'deployed wireless', 'industrial collaborator', 'environmental engineering', 'align capability', 'ziehl ha', 'investigator four', 'structural engineering', 'civil environmental', 'experience management', 'management joint', 'ziehl associate', 'collaborator ha', 'sc paul ziehl associate dean college engineering computing', 'serf understand align capability faculty enterprise college professor structural engineering department mechanical civil environmental engineering dr ziehl ha experience management joint venture project involving multiple industrial collaborator ha served principal investigator four year nist sponsored joint venture project edge analytics development commercially deployed wireless structural prognosis system', 'joint venture', 'department mechanical', 'principal investigator', 'college engineering', 'sponsored joint', 'ha served', 'engineering computing', 'venture project', 'ha experience', 'serf understand'}"
