,researcher_name,skills
189,"Williams, Christopher","{'dendrimer metal', 'catalytic mechanism', 'fuel biorenewable', 'relevant reaction', 'particular focus studying solid liquid catalytic interface catalysis carried liquid phase important application fine chemical pharmaceutical production', 'catalyst specific', 'condition understanding', 'mechanism govern', 'reaction condition', 'surface industrially', 'organic acid', 'derived organic', 'composition nanoscale', 'centerroom main', 'sc williams', 'solid catalyst', 'funded national', 'hydrogenation alpha', 'specific application', 'liquid phase', 'major byproduct biodiesel production hydrodeoxygenation biomass derived organic acid acid ester hydrocarbon fuel electrocatalytic reduction carbon dioxide hydrocarbon catalyst investigation involve polycrystalline transition metal oxide supported mono bimetallic nanoparticle catalyst latter material prepared either traditional catalyst synthesis method novel protocol development g', 'critical wish', 'ester hydrocarbon', 'resource primary', 'high gas', 'bimetallic nanoparticle', 'prepared either', 'application fine', 'atr ir', 'main streetcolumbia', 'nanoscale williams', 'including especially', 'allows develop', 'reduction carbon', 'metal oxide', 'ketoesters alkenoic', 'develop molecular', 'gas pressure', 'novel protocol', 'frequency spectroscopy', 'carbon dioxide', 'acid ester', 'study adsorption', 'carried liquid', 'surface vibrational', 'acid selective', 'including especially glycerol', 'catalyst investigation', 'especially glycerol', 'fine chemical', 'particular focus', 'approach allows', 'rationally design', 'surface enhanced', 'spectroscopy sers', 'pressure temperature', 'development group', 'group surface', 'synthesis method', 'level understanding', 'biomass derived', 'total reflection', 'application situ', 'temperature specific', 'obtained approach', 'enhanced raman', 'variety industrial source', 'phase important', 'catalyst surface', 'williams group', 'sfs information', 'attenuated total', 'national science', 'catalysis solid', 'function heterogeneous', 'liquid catalytic', 'new fuel', 'focus studying', 'selective oxidation', 'latter material', 'solid liquid', 'byproduct biodiesel', 'oxidation alcohol', 'investigation involve', 'currently funded', 'surface science', 'engineering centerroom', 'reaction system', 'method study', 'polycrystalline transition', 'current reaction', 'variety industrial', 'science foundation', 'involve polycrystalline', 'govern function', 'biorenewable resource', 'metal nano', 'control size', 'involves development', 'sum frequency spectroscopy sfs information obtained approach allows develop molecular level understanding catalytic mechanism govern function heterogeneous catalyst reaction condition understanding critical wish rationally design catalyst specific application future current reaction system enantioselective hydrogenation alpha ketoesters alkenoic acid selective oxidation alcohol', 'infrared atr', 'technique development', 'adsorption catalysis', 'electroless deposition allow control size composition nanoscale williams group currently funded national science foundation', 'supported mono', 'heterogeneous catalysis', 'hydrocarbon fuel', 'group area', 'future current', 'catalyst synthesis', 'allow control', 'method novel', 'production new fuel biorenewable resource primary involves development application situ operando surface vibrational spectroscopic method study adsorption catalysis solid catalyst surface industrially relevant reaction condition e', 'heterogeneous catalyst', 'enantioselective hydrogenation', 'dioxide hydrocarbon', 'situ operando', 'application future', 'catalytic interface', 'production hydrodeoxygenation', 'wish rationally', 'system enantioselective', 'operando surface', 'hydrocarbon catalyst', 'molecular level', 'material prepared', 'spectroscopic method', 'production new', 'size composition', 'pharmaceutical production', 'nano composite', 'industrial source', 'deposition allow', 'alpha ketoesters', 'sum frequency', 'phase high', 'electrocatalytic reduction', 'fuel electrocatalytic', 'major byproduct', 'understanding critical', 'attenuated total reflection infrared atr ir spectroscopy', 'development application', 'nanoparticle catalyst', 'ir spectroscopy', 'biodiesel production', 'important application', 'design catalyst', 'catalysis surface', 'condition e', 'transition metal', 'group currently', 'mono bimetallic', 'traditional catalyst', 'catalysis carried', 'vibrational spectroscopic', 'dendrimer metal nano composite', 'specific technique', 'reflection infrared', 'hydrodeoxygenation biomass', 'either traditional', 'industrially relevant', 'liquid phase high gas pressure temperature specific technique development group surface enhanced raman spectroscopy sers', 'sc williams group area heterogeneous catalysis surface science', 'understanding catalytic', 'raman spectroscopy', 'engineering centerroom main streetcolumbia', 'interface catalysis', 'area heterogeneous', 'acid acid', 'primary involves', 'catalyst reaction', 'protocol development', 'oxide supported', 'information obtained', 'alkenoic acid', 'studying solid', 'chemical pharmaceutical', 'development g', 'electroless deposition', 'spectroscopy sfs', 'catalyst latter'}"
190,"Won, Sang Hee","{'propulsion', 'combustion', 'chemical kinetics', 'flame', 'fuel'}"
191,"Wu, Dezhi","{'humancomputer interaction', 'ai', 'information security', 'health', 'behavioral information', 'big data', 'humancomputer interaction ux design', 'ux design', 'big data analytics', 'behavioral information security', 'data analytics', 'interaction ux'}"
192,"Xu, Songhua","{'recommender system text image mining patent informatics intelligent software practitioner intellectual property law computer graphic interactive technique multimedia visualization visual analytics intelligent user interface', 'intelligent software', 'visualization visual', 'multimedia visualization', 'health cancer', 'text image', 'mining patent', 'informatics artificial', 'analytics intelligent', 'software practitioner', 'area health', 'computer graphic', 'cancer informatics', 'health information', 'health cancer informatics artificial intelligence', 'including medical', 'songhua xu', 'information technology', 'xu area', 'informatics intelligent', 'interactive technique', 'including personalization', 'law computer', 'recommender system', 'system text', 'technique multimedia', 'graphic interactive', 'user interface', 'image mining', 'property law', 'knowledge management', 'artificial intelligence', 'patent informatics', 'songhua xu area health information technology', 'visual analytics', 'information retrieval', 'intellectual property', 'intelligent user', 'practitioner intellectual'}"
193,"Xue, Xingjian (Chris) ","{'solid oxide electrolysis cell', 'solid oxide', 'electrochemical energy', 'gas separation', 'transport phenomenon electrochemical kinetics', 'conversion storage', 'fuel cell', 'reliability durability functional structural material', 'structural material', 'electrolysis cell', 'oxide electrolysis', 'reliability durability', 'dr xue', 'electrochemical kinetics', 'durability functional', 'oxide fuel', 'separation membrane', 'transport phenomenon', 'functional structural', 'dr xue solid oxide fuel cell', 'xue solid', 'gas separation membrane', 'energy conversion', 'material electrochemical energy conversion storage', 'phenomenon electrochemical', 'material electrochemical'}"
194,"Yoon, Yeomin","{'water treatment', 'adsorption', 'sonodegradation', 'nanotechnology', 'membrane filtration'}"
195,"Yu, Lingyu ","{'ultrasonics', 'structural health', 'health monitoring', 'structural health monitoring', 'vibration'}"
196,"Yuan, Lang","{'discrete element modelling', 'solidification', 'additive manufacturing', 'discrete element', 'microstructure modelling', 'element modelling'}"
197,"Zand, Ramtin","{'vlsi circuit', 'reconfigurable adaptive computer architecture', 'including spintronic', 'aware vlsi', 'zand involve', 'power reliability', 'involve hardware', 'spintronic device', 'neuromorphic computing', 'design machine', 'nanoscale electronics', 'adaptive computer', 'low power reliability aware vlsi circuit', 'emerging nanoscale', 'learning system', 'hardware design', 'reconfigurable adaptive', 'reliability aware', 'emerging nanoscale electronics including spintronic device', 'computer architecture', 'low power', 'dr zand involve hardware design machine learning system', 'electronics including', 'machine learning', 'dr zand'}"
198,"Zhang, Bin","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
199,"Zhang, Qi","{'algorithm uncertain', 'develop analyze', 'diverse context end', 'intelligence reinforcement', 'goal build', 'retain power', 'ai system', 'trustworthy ai system retain power flexibility handle complex', 'diverse context', 'trustworthy ai', 'learning long', 'making algorithm', 'power flexibility', 'build safe', 'long term', 'context end', 'decision making', 'analyze decision', 'flexibility handle', 'artificial intelligence', 'handle complex', 'system retain', 'reinforcement learning', 'dynamic environment', 'reliable', 'develop analyze decision making algorithm uncertain', 'term goal', 'artificial intelligence reinforcement learning long term goal build safe'}"
200,"Zhou, Caizhi","{'dislocation dynamic', 'stir welding', 'multiscale modeling', 'friction stir welding', 'friction stir', 'crystal plasticity', 'mechanical metallurgy'}"
201,"Ziehl, Paul","{'dean college', 'experience management', 'project edge', 'deployed wireless', 'associate dean', 'sc paul ziehl associate dean college engineering computing', 'principal investigator', 'structural prognosis', 'joint venture', 'serf understand align capability faculty enterprise college professor structural engineering department mechanical civil environmental engineering dr ziehl ha experience management joint venture project involving multiple industrial collaborator ha served principal investigator four year nist sponsored joint venture project edge analytics development commercially deployed wireless structural prognosis system', 'involving multiple', 'faculty enterprise', 'align capability', 'ha served', 'suite', 'collaborator ha', 'department mechanical', 'investigator four', 'industrial collaborator', 'structural engineering', 'commercially deployed', 'project involving', 'engineering dr', 'prognosis system', 'college engineering', 'main street', 'wireless structural', 'dr ziehl', 'nist sponsored', 'engineering department', 'sponsored joint', 'professor structural', 'analytics development', 'sc paul', 'environmental engineering', 'enterprise college', 'edge analytics', 'mechanical civil', 'multiple industrial', 'college professor', 'management joint', 'serf understand', 'venture project', 'served principal', 'ha experience', 'paul ziehl', 'engineering computing', 'engineering main', 'development commercially', 'understand align', 'four year', 'ziehl associate', 'engineering main street', 'capability faculty', 'civil environmental', 'ziehl ha', 'year nist'}"
